CampaignChannel,CampaignType,AdSpend,ClickThroughRate,EmailOpens,EmailClicks,PreviousPurchases,WebsiteVisits,Conversion
PPC,Retention,2151.979593582679,0.2624785938908998,0,4,8,6,1
SEO,Retention,1538.085032310825,0.0925778132938033,13,4,4,48,1
SEO,Retention,8324.717374590495,0.155512407027361,8,3,1,36,1
Referral,Awareness,8638.221601906504,0.0694171147428118,9,9,5,45,1
Social Media,Conversion,5326.917947102823,0.0961252348519422,11,0,3,47,1
Referral,Retention,1131.3629178292686,0.2091281659394398,13,9,7,39,1
SEO,Retention,1442.6045235758604,0.134576271800995,11,6,7,47,1
SEO,Consideration,8154.133243138847,0.1918678828686022,19,2,9,37,1
SEO,Conversion,9298.98235164037,0.2488369504807557,1,4,6,24,1
Referral,Awareness,2074.809282595502,0.10883838643404,2,7,2,42,1
Social Media,Awareness,210.2620070745133,0.1748186111145518,12,1,9,33,1
Email,Consideration,3376.433760992701,0.2355004890782095,5,3,3,0,0
Email,Awareness,401.9439575140253,0.2173857259031186,16,8,2,27,1
SEO,Consideration,8296.951669172577,0.1665545964347367,15,1,0,40,1
Social Media,Conversion,4965.971346539891,0.1211812181109329,4,7,6,28,1
Social Media,Consideration,6454.421709753897,0.128175574557575,17,8,9,31,1
PPC,Consideration,4173.700273751767,0.135609211478917,3,2,7,4,0
PPC,Retention,3520.5247154235703,0.111165203394384,14,4,7,33,1
Referral,Awareness,2299.78408945324,0.2127319341180124,12,3,7,45,1
PPC,Conversion,7728.272215677642,0.0463704231588306,13,9,0,25,1
Referral,Conversion,6985.9210857137405,0.2905616950080102,8,9,0,12,1
Email,Retention,3671.216946511253,0.2359057955717466,7,7,9,11,1
SEO,Consideration,3279.049729561911,0.0964672851283644,13,7,4,21,1
Social Media,Conversion,112.30449862192212,0.0223387950884843,6,4,9,8,1
Email,Conversion,729.1660874501772,0.2162779199898885,2,4,2,5,1
Email,Consideration,6270.229696437084,0.2229641230412516,3,0,0,35,1
Referral,Consideration,5194.612371331071,0.2894505570529972,16,4,1,9,1
SEO,Conversion,4404.551724401723,0.0835746116967978,8,0,7,36,1
Referral,Consideration,8292.272183936419,0.0339902761592249,10,3,4,31,1
Email,Awareness,5088.592223588182,0.2753890797383455,0,6,3,3,1
Social Media,Conversion,3906.4864559324674,0.0850082200377048,11,1,1,3,1
PPC,Consideration,1696.437840497351,0.2192441197239257,6,0,7,12,1
Referral,Conversion,8224.81128132473,0.0275912949700265,8,1,5,15,1
Email,Conversion,5804.857676199758,0.2305695934430884,2,6,7,42,1
PPC,Retention,1015.3536626352972,0.0468375101697707,10,2,0,49,1
PPC,Awareness,6524.094140171051,0.211720040932065,9,4,2,25,1
Email,Awareness,4308.200380335258,0.1643794838774873,18,0,0,32,1
SEO,Retention,8132.723613521159,0.2870915578355055,0,9,3,3,1
Email,Retention,9197.254510260362,0.0207061164924294,13,9,4,25,1
Social Media,Conversion,6044.611550444835,0.0946941362820168,7,9,5,8,1
PPC,Awareness,7342.966911202327,0.0301575860269307,6,7,5,40,1
Social Media,Retention,660.2493912614405,0.2649673142195184,9,3,6,10,1
Referral,Consideration,5646.529004511457,0.1822313345617212,11,9,5,4,1
PPC,Conversion,7577.865785719193,0.1651411875837907,18,1,2,37,1
SEO,Awareness,5017.945279833227,0.0481227887137298,6,7,1,31,1
Email,Conversion,5976.145886092938,0.1518193546207847,8,9,7,28,1
Referral,Conversion,8999.587037252339,0.1256240600009864,18,4,5,37,1
Social Media,Consideration,2061.185763108874,0.1015680417603167,6,1,0,39,1
Referral,Consideration,1072.6404247639275,0.2339347970945923,15,8,9,27,1
SEO,Retention,6937.371770081059,0.0277700515516989,6,5,9,23,1
Email,Consideration,8246.204164672195,0.1975388609350385,11,7,8,18,1
Referral,Awareness,8519.85286696738,0.2486679790486414,2,1,1,0,0
Social Media,Retention,6452.280521203081,0.273119112029494,4,4,9,4,1
Referral,Awareness,8348.812839890954,0.2263158124790689,5,2,4,22,1
Email,Awareness,7036.575636660574,0.0919121468688825,16,7,1,18,1
Referral,Retention,965.0314674772284,0.184147163551874,16,0,8,1,1
Social Media,Consideration,7644.230728061382,0.051007047165163,3,8,8,47,1
Email,Conversion,1875.660926548264,0.043947580885985,9,5,2,1,1
SEO,Consideration,2442.4324916506303,0.1952010012201692,7,0,1,8,0
SEO,Awareness,4007.0412072867816,0.2568212198294188,13,2,7,17,1
PPC,Awareness,3214.2139566307355,0.0295019564528894,10,7,8,15,1
Referral,Retention,3284.3522091988293,0.0407410823186566,5,7,1,38,1
Social Media,Awareness,1775.6692896200532,0.1740261191545135,12,2,8,8,0
Referral,Retention,3009.3233663844894,0.0732814396956086,14,9,2,43,1
Email,Retention,294.6596407612295,0.1874272556055178,11,7,0,22,1
PPC,Consideration,4781.818372214428,0.0722177093240485,9,5,5,32,1
Social Media,Awareness,7709.050491821087,0.0437797725487572,11,6,1,37,1
Referral,Consideration,8636.248955325913,0.1682167448277999,3,1,0,33,1
Social Media,Conversion,8222.24273369844,0.2600365900294594,7,0,3,25,1
Email,Consideration,4222.93141805162,0.2086853719236537,19,0,8,16,1
PPC,Awareness,7331.222163522177,0.2474302898854297,2,2,7,13,1
Social Media,Conversion,2950.118663542604,0.0872372005731139,6,6,2,12,1
Email,Awareness,650.0684799044176,0.2669338088761374,2,8,7,21,1
SEO,Conversion,6792.11810137354,0.1193413606271184,0,1,5,42,1
Social Media,Awareness,6523.082030890419,0.2572098236785281,18,5,4,47,1
PPC,Consideration,8036.131015082468,0.1466409211431305,13,7,0,17,1
Social Media,Awareness,6199.45144635851,0.0876787177345438,2,8,8,19,1
Social Media,Retention,1653.2270872417723,0.0854750609977699,1,9,1,29,0
Email,Retention,8546.307681296961,0.1746236864657493,3,2,8,34,1
Referral,Consideration,6309.802601385138,0.0329129783599852,4,4,4,32,1
Referral,Consideration,8095.33602044654,0.2797162964306675,5,4,2,45,1
Social Media,Conversion,7763.660491722804,0.0887244137525753,8,7,9,16,1
PPC,Consideration,3048.858423528375,0.107331197175298,9,0,6,34,1
PPC,Retention,838.0744510353185,0.0776574505849574,4,2,0,11,0
Email,Consideration,1847.3936499868903,0.0108723085626092,17,5,4,1,1
Social Media,Retention,1019.3371097011824,0.2108395686745513,6,5,4,33,1
Social Media,Consideration,2509.7830775933503,0.1812603412999248,9,3,6,11,1
Referral,Retention,4649.36950295733,0.2447969166571635,10,4,7,25,1
Email,Conversion,9077.4249893147,0.0218931243007843,16,9,7,31,1
SEO,Awareness,8732.985683614283,0.2793101369726629,7,2,0,20,1
PPC,Awareness,7214.138169447708,0.105957212617506,6,3,3,4,1
PPC,Retention,338.7123595234772,0.2747902601266802,13,9,5,27,1
Social Media,Consideration,3479.75309307348,0.0410681297995864,10,9,9,22,1
Email,Consideration,6855.249422196745,0.2257369686261959,7,0,1,47,1
SEO,Awareness,1377.386078706777,0.1780138871153747,0,5,6,31,1
PPC,Retention,8030.769715157496,0.1138754524232493,5,4,8,4,1
Email,Consideration,9154.279431877178,0.0329512948205756,13,4,9,34,1
SEO,Awareness,3605.634021714472,0.1853735878555547,4,3,4,5,1
Social Media,Retention,7087.84631245195,0.0176675660914347,15,8,4,18,1
Referral,Conversion,1567.220913420262,0.1553718087523422,12,8,4,43,1
PPC,Consideration,6939.082846218968,0.1852204869801599,15,4,8,39,1
PPC,Consideration,312.4085816417285,0.2224318867133813,13,6,4,5,1
SEO,Retention,1592.6379174298995,0.2974870439252053,1,2,3,13,0
Referral,Awareness,7127.826321425833,0.0854271769172518,17,0,7,2,1
Email,Retention,7147.317206475431,0.1034930481983077,1,0,3,10,1
Social Media,Awareness,6447.510787867253,0.1089321505746076,2,2,7,38,1
Email,Retention,4825.903841403612,0.2221589864390621,8,2,6,40,1
SEO,Conversion,6781.590102602256,0.280227587794273,17,4,7,23,1
PPC,Consideration,7760.627903059003,0.292553887378652,19,7,1,42,1
PPC,Awareness,9668.168424463764,0.2842852963018574,12,5,3,44,1
Email,Conversion,8897.54621233119,0.2650210722374205,9,7,2,17,1
Social Media,Retention,7965.888605404633,0.297383438407983,1,6,6,30,1
SEO,Awareness,6978.099415472292,0.1190242607820041,18,0,8,9,1
Social Media,Awareness,5784.139899780435,0.2850131827996248,8,9,5,25,1
SEO,Conversion,1294.027351183971,0.2306957890948143,7,7,3,28,1
Social Media,Retention,1739.0127367740902,0.0588533592631136,12,0,9,1,0
Email,Conversion,8220.767650641905,0.0231849044843886,5,4,3,29,1
Referral,Retention,8052.797830851484,0.0722003477823934,8,2,2,38,1
SEO,Conversion,6183.143367136293,0.2358378260434115,13,6,5,46,1
Email,Conversion,4444.517313889919,0.1931920955555064,1,4,2,9,1
PPC,Conversion,357.7232332536959,0.0750633146305387,6,1,4,11,1
PPC,Conversion,3339.0517310325845,0.2251572217966941,11,0,4,19,1
Social Media,Retention,4264.332609896646,0.0509834494370788,10,9,4,40,1
PPC,Consideration,4909.581233116864,0.2483340042190213,18,5,6,18,1
Referral,Conversion,9300.313525755972,0.2403066830315123,18,5,4,5,1
SEO,Retention,1176.223058021414,0.292047031504754,14,7,0,22,1
Social Media,Consideration,5236.782505819727,0.0535810737425022,19,8,6,18,1
SEO,Awareness,3742.430739886969,0.272917768380234,12,1,6,30,1
SEO,Awareness,9901.97138023891,0.1089197724793331,14,4,9,32,1
Email,Conversion,8632.453761200763,0.1306573607906403,4,4,2,1,1
PPC,Awareness,4443.979956965317,0.1458490682371631,0,9,5,14,1
SEO,Conversion,9996.986532612127,0.1918021754287411,15,7,4,10,1
Referral,Conversion,5189.226140067814,0.2984813773342323,10,8,0,25,1
Referral,Consideration,1754.466186254867,0.1839880528860176,14,4,6,17,1
PPC,Awareness,5603.1594490844745,0.278747600861718,12,4,3,0,1
PPC,Conversion,2339.437081456101,0.0839581786045696,14,2,1,31,0
Social Media,Awareness,6399.497116754895,0.1255393819263933,17,5,1,3,1
Social Media,Consideration,9380.657731350864,0.1563048635371884,14,6,7,21,1
Social Media,Awareness,7883.36591066678,0.1036415770381345,1,2,2,35,1
PPC,Consideration,2804.3205351486463,0.2932914598596557,8,1,5,28,1
SEO,Consideration,3038.9003871634704,0.2204482306301958,16,1,7,35,1
Email,Consideration,785.9532105940891,0.1488755921329424,17,8,6,49,1
Social Media,Conversion,2930.091572898146,0.2278783633508402,9,5,2,32,1
Email,Retention,1016.9855168103904,0.1455583247339688,8,1,8,38,1
Referral,Conversion,5044.542321323864,0.0149953449366985,19,4,1,13,1
PPC,Awareness,7112.63608703275,0.1675260882649974,19,6,7,47,1
Referral,Conversion,7536.693498841669,0.1913037134407484,19,0,6,46,1
Social Media,Conversion,689.3393992569728,0.2945501514283828,8,7,9,36,1
SEO,Retention,3465.5633925582,0.0218299259955791,3,5,1,44,0
Social Media,Awareness,2952.9004888195936,0.1585081176619888,14,0,4,4,1
Email,Consideration,1132.5731975746123,0.0384648794454249,19,7,4,49,1
Social Media,Consideration,3688.465978226856,0.0532088114555785,9,4,9,21,1
SEO,Awareness,3063.269080478437,0.187034368300858,9,6,1,4,1
SEO,Conversion,6381.542370458839,0.0771546365572842,15,9,7,36,1
PPC,Retention,8844.696370963758,0.2272604922755571,0,3,1,37,1
PPC,Retention,4602.933036644837,0.1591176208526291,18,1,6,45,1
SEO,Awareness,7491.985210391504,0.0732817366980637,3,7,5,33,1
SEO,Awareness,1545.5026343956754,0.1531995865043088,7,3,6,14,1
Email,Conversion,8960.167148574259,0.010255700803355,16,7,8,47,1
Social Media,Retention,1610.6879083294136,0.2601946126607738,2,8,4,36,1
PPC,Awareness,2001.801687933954,0.0136767293461712,2,3,6,26,1
Email,Conversion,1153.9916555179973,0.0120328688227329,11,7,3,47,1
Social Media,Conversion,3165.827065053311,0.1873361435220976,7,3,3,0,1
PPC,Awareness,5568.863422483708,0.292321068479124,4,7,9,28,1
Email,Retention,9881.141702922634,0.2582207104626538,14,0,8,7,1
Referral,Consideration,7954.343543109685,0.0830854846509409,7,1,6,32,1
Referral,Conversion,3866.314448630621,0.0670333752328288,12,9,7,6,1
PPC,Consideration,5800.875973245347,0.191572532383702,5,2,8,28,1
Email,Conversion,6270.749506298156,0.2485649466364024,9,1,6,30,1
Social Media,Retention,8244.999490348735,0.1150028145610086,0,9,4,37,1
Social Media,Consideration,7390.872675656024,0.135382831206452,8,7,3,7,1
Email,Awareness,5735.982157014289,0.0434919589665478,4,9,3,30,1
Referral,Conversion,6724.911967692601,0.0543196621640541,11,8,6,36,1
Email,Awareness,7484.584348532707,0.174821962557546,12,8,0,14,1
Referral,Awareness,1418.1261854207028,0.0397702822670467,5,0,0,31,0
Referral,Retention,2084.5090669232613,0.0685933761908112,15,8,7,25,0
Social Media,Awareness,6916.984460184416,0.0780563369634463,11,7,5,47,1
PPC,Conversion,8519.213063677558,0.1387381146319528,3,7,0,48,1
SEO,Awareness,4151.696598727702,0.0232274695958545,2,2,4,10,0
Email,Awareness,9800.91419246494,0.1549335817909522,1,7,7,22,1
Referral,Conversion,2239.1101534663912,0.2793155778542836,9,1,0,33,1
Email,Awareness,4225.322892230045,0.017094461724531,11,1,9,32,1
PPC,Retention,3847.378130286206,0.1929856109101649,3,3,7,16,1
PPC,Conversion,9309.929813191648,0.2523942858939472,14,6,2,32,1
SEO,Retention,2925.247323968141,0.1006136443392613,13,3,9,1,1
SEO,Awareness,4760.828702617934,0.0481403780555752,12,1,9,48,1
Referral,Consideration,1953.6150121917617,0.0225685384066862,16,4,2,3,1
SEO,Retention,5260.535761768194,0.1967318872363827,4,7,3,11,1
Referral,Retention,8588.301277689552,0.1701479702664298,9,6,7,28,1
Social Media,Awareness,3109.9906727165853,0.0764955466336792,9,6,9,41,1
Referral,Consideration,8126.841514411999,0.2511690192132069,16,8,7,41,1
SEO,Conversion,9121.984663538698,0.2232968421241795,18,4,1,46,1
Email,Consideration,822.2831081741799,0.0901643476461671,11,3,1,42,0
SEO,Conversion,7588.602909560584,0.2284752766307438,1,9,4,38,1
PPC,Awareness,2627.900017889859,0.081048321915224,2,8,0,41,0
SEO,Consideration,1835.7438591126283,0.2058275639412446,14,0,7,18,1
Social Media,Awareness,6051.111681047857,0.044378061911425,12,5,8,49,1
Referral,Retention,7085.465900664127,0.21074944436663,3,2,3,1,1
PPC,Consideration,4008.133758778617,0.0792445815048554,13,5,7,6,1
Referral,Conversion,487.8197001136869,0.176016112730097,12,6,1,45,1
Referral,Retention,9096.174789548251,0.0600145213870459,6,0,6,21,1
SEO,Conversion,7334.394476790201,0.2205304147947061,13,5,4,10,1
Email,Retention,2789.5013861618454,0.0276550765739849,5,7,9,32,1
PPC,Conversion,5018.952171872925,0.0579711581727884,4,4,2,19,1
Social Media,Conversion,375.14862067407233,0.0633995791625425,12,4,2,4,1
Social Media,Awareness,3458.8995398788243,0.0219896398976595,5,6,0,3,0
Email,Retention,5273.098832292671,0.2260536296864712,16,7,0,13,1
Email,Awareness,5220.513789650877,0.2944762263745805,7,6,7,2,1
SEO,Awareness,2161.030292284557,0.2357353586393878,6,2,9,49,1
Social Media,Awareness,7789.798925220518,0.2595832690154946,13,5,4,17,1
PPC,Awareness,3058.73536941377,0.0117422214981003,2,8,7,26,1
Email,Conversion,5846.059229461929,0.044182289494632,17,1,3,3,1
Email,Awareness,2788.0700328259504,0.1721158983955101,14,8,6,2,1
Email,Awareness,4309.161942569025,0.2935819765903085,14,2,9,26,1
PPC,Awareness,2154.3947899772797,0.201606750003979,18,2,4,27,1
Social Media,Conversion,6366.777146067179,0.1184996411840425,18,9,3,21,1
PPC,Retention,4313.285165399372,0.0523832985896231,12,1,4,41,1
PPC,Conversion,259.5613144288663,0.0543223513709687,13,2,3,28,1
SEO,Conversion,378.8334407659843,0.1151984286718672,18,6,2,15,1
Email,Conversion,4764.22975286708,0.2170049572297621,18,2,7,34,1
Social Media,Retention,1913.936082363008,0.019227594397224,16,0,5,18,1
SEO,Awareness,5891.916276632949,0.2571315015238751,11,3,0,29,1
SEO,Awareness,4141.098639543011,0.2830499163500436,15,6,9,14,1
Referral,Retention,6578.756371843255,0.267756773553941,18,5,5,4,1
Email,Retention,9528.71222323312,0.2747778037250989,12,9,7,30,1
Social Media,Consideration,5334.487734473011,0.0144483910312964,9,2,3,42,1
Social Media,Awareness,7895.048175541986,0.2935597716254697,7,0,1,30,1
Social Media,Conversion,7555.105863527778,0.1162435633182011,16,7,3,8,1
Email,Conversion,9225.731932806266,0.2620915243259006,12,1,8,12,1
Social Media,Awareness,2218.7768856562616,0.0641745725028881,1,4,6,42,0
PPC,Retention,8290.537010770915,0.1394924653720487,11,2,9,20,1
PPC,Consideration,9064.6517471964,0.0228076727009532,17,3,6,45,1
Email,Conversion,3988.353511381019,0.0216220390844199,18,2,1,30,1
Social Media,Consideration,3206.780326529785,0.2835500692231951,15,2,2,0,1
Referral,Conversion,9525.15550581505,0.2450759176334213,19,2,6,40,1
Referral,Conversion,6313.564939174793,0.16364955288,1,9,4,12,1
Referral,Awareness,3868.697203890537,0.1623828703337159,19,7,7,33,1
PPC,Conversion,7939.09443722314,0.227138839358094,5,0,6,35,1
Referral,Consideration,3114.291625995579,0.1090839466554421,13,1,3,15,1
Social Media,Consideration,1846.4351020916345,0.2309420899999661,2,1,3,9,1
Social Media,Awareness,5485.299394397284,0.150652430198049,18,8,7,37,1
Referral,Conversion,5705.499244614974,0.1949960468443248,7,6,8,40,1
SEO,Consideration,8274.890174446646,0.2898005405299128,7,9,7,33,1
Referral,Retention,4624.570814702257,0.1466815116808758,5,6,4,24,1
SEO,Awareness,8164.406741102881,0.1313373513264705,9,7,0,0,1
Email,Retention,3182.094525548551,0.272667260442994,10,1,5,11,1
Email,Consideration,5796.14520156014,0.2717483435257397,16,9,2,21,1
Social Media,Retention,2163.8805111170864,0.297801423546121,10,0,3,21,1
PPC,Awareness,3915.914914074304,0.1697502697994096,18,5,9,47,1
Social Media,Retention,8589.643008545227,0.1098358468977147,12,2,0,1,1
Social Media,Consideration,2238.283115013975,0.079713118321534,2,1,4,44,0
PPC,Retention,8121.370682702751,0.0198879435159819,5,2,7,7,1
Social Media,Retention,2900.429412689321,0.2207513010211567,1,3,1,32,0
PPC,Retention,441.4482248265915,0.0777080903832795,0,4,5,4,1
Social Media,Conversion,1188.352243562778,0.1859258567154406,15,9,9,9,1
Email,Consideration,7484.207498675802,0.2758117859556747,8,9,7,2,1
SEO,Retention,2694.5021723712675,0.2855619461444127,0,3,7,10,1
Social Media,Consideration,6576.041363188595,0.0112789388542899,17,7,6,29,1
SEO,Retention,7022.069137296608,0.1019517590991433,16,5,8,27,1
Referral,Awareness,3516.67279790338,0.2528396285449157,15,6,6,4,1
Social Media,Awareness,4801.697973390288,0.1655691095519452,5,3,9,11,1
Email,Awareness,4097.294195512525,0.2441775327098243,17,6,5,43,1
PPC,Retention,9478.755063909886,0.257463752023002,13,4,5,44,1
Email,Consideration,3267.493737280715,0.1383616037829836,16,1,3,28,1
SEO,Awareness,1914.898118027112,0.1141050520271877,5,8,7,25,1
PPC,Conversion,3719.369144468225,0.1420756471546524,10,1,1,28,1
Email,Awareness,6728.205505259921,0.1993106087610372,1,1,9,28,1
Email,Awareness,7003.890634578506,0.1164761543371773,2,2,1,13,1
Email,Conversion,9248.167422064069,0.2347466037223483,7,3,8,35,1
PPC,Awareness,8829.36940027051,0.2721579101686565,8,6,7,34,1
Email,Retention,2954.373152131028,0.0918702486260306,9,4,4,48,1
Email,Retention,4606.116164779204,0.2898469968105294,12,6,2,7,1
SEO,Awareness,7497.9629830159965,0.19059032155034,11,0,3,15,1
Email,Consideration,9173.719077960048,0.2646689436537249,9,3,2,42,1
Email,Consideration,3437.933627283229,0.0401357662289105,13,1,4,4,0
Referral,Awareness,4499.970198352259,0.0829347497463092,5,5,7,15,1
PPC,Conversion,9004.834877490728,0.1030955330354517,1,1,2,40,1
Referral,Retention,3648.990344268384,0.0978184238406088,14,3,3,12,1
SEO,Retention,4857.078563298184,0.0598397354135742,14,4,8,7,1
Referral,Retention,9054.59099805898,0.2617782747822014,3,7,3,25,1
Social Media,Awareness,8042.207858099498,0.1313975209739695,10,4,4,4,1
PPC,Retention,2509.966157597048,0.2893077616153685,6,1,3,8,0
Email,Awareness,3315.4711475781405,0.1792069863691426,14,9,5,37,1
Referral,Awareness,3594.291401847457,0.0501344443370102,19,7,5,1,1
Referral,Consideration,9136.110886967492,0.1683123658518475,18,7,5,6,1
Email,Conversion,9989.443997334938,0.2981280928400303,13,9,4,29,1
Email,Conversion,7762.642591338855,0.1738997892587896,9,0,6,16,1
